formula,target
TbBeO3,-0.866
SnAgO3,-2.457
CeHoO3,4.722
NaCoO3,0.679
HoNpO3,2.034
MgCdO3,-3.396
ScDyO3,-2.252
PmCdO3,-0.528
LuPdO3,-0.618
MgNdO3,-3.289
NpAuO3,0.659
DyOsO3,0.061
CeUO3,3.104
CuGaO3,-3.441
DyCeO3,-3.241
PrTlO3,1.197
AsRhO3,0.027
MnFeO3,0.308
PmBO3,5.137
YbAgO3,-1.121
SnTaO3,5.007
CdCuO3,-1.105
HfHoO3,-6.539
PbLiO3,-4.297
YbPmO3,-1.616
NaGaO3,-2.013
BiNdO3,-3.403
YbSrO3,-3.446
LiThO3,-0.411
TaCoO3,-0.411
TmCoO3,2.096
HoHgO3,-1.034
PrOsO3,1.225
ThPaO3,0.112
AuTaO3,3.741
NdAuO3,-0.053
AcCdO3,0.264
NdCoO3,3.124
HgCaO3,-4.927
ReAsO3,-0.677
AgInO3,-3.350
ZnPmO3,-4.559
UNaO3,-4.483
PuBeO3,1.850
NaLiO3,-3.867
TaGaO3,1.424
NpTaO3,3.440
GdLuO3,4.720
IrNdO3,-9.617
LuOsO3,-0.503
FeCdO3,-6.389
CaPrO3,-1.401
CuRhO3,-0.321
CsTeO3,0.598
HgLiO3,-4.259
PmNdO3,2.951
SbTcO3,1.975
TaRuO3,-4.611
SbUO3,2.138
ScYbO3,-3.326
SnTeO3,2.517
TlNaO3,-7.643
WSiO3,1.663
AcMoO3,4.549
LiRbO3,-13.374
CuMnO3,-1.681
EuGdO3,-0.954
RePmO3,-9.841
PbKO3,-8.146
ZnTlO3,-3.973
BaBO3,-1.864
SrTbO3,-0.493
BiTaO3,3.658
RuTmO3,-5.434
CoYO3,-4.168
RuLiO3,-6.885
OsGdO3,-9.147
CePdO3,0.911
MoGeO3,1.353
Au2O3,-1.224
GaMnO3,-1.828
SnPbO3,1.229
AuCsO3,-2.538
DyLuO3,4.616
AgLuO3,-2.317
MnTaO3,4.948
PdTiO3,0.139
EuMgO3,-0.701
RbSbO3,1.916
GaTcO3,3.708
MgBO3,-1.938
ErCeO3,-3.532
YbPrO3,-1.717
TcDyO3,-5.504
LiZrO3,-0.792
TaOsO3,-6.274
HgTiO3,1.847
BeCaO3,-9.030
YbMoO3,4.233
LuIrO3,-1.445
FeNbO3,3.879
AuWO3,4.501
PaZnO3,0.884
VBeO3,-3.297
SbAuO3,-0.542
PbHgO3,-0.961
BeReO3,1.989
HoRhO3,-0.263
GaRuO3,1.601
LiTmO3,-1.789
RhRbO3,-14.293
PdZnO3,-5.331
AsZnO3,-2.795
CsBiO3,-0.223
YHgO3,-0.900
CeAcO3,1.916
CdTlO3,-2.407
SbBeO3,-1.170
GaCsO3,-9.033
AsMnO3,-0.345
WCuO3,-6.148
MnOsO3,1.279
SnSmO3,-2.933
SiHoO3,-5.536
TiMgO3,-3.843
WSnO3,0.587
GeGdO3,-3.459
FePmO3,-6.993
WZrO3,-4.009
HgUO3,2.170
TbThO3,2.238
MnLuO3,-2.197
SmTaO3,3.702
InCdO3,-4.328
YbDyO3,-1.456
SrTlO3,-0.670
Yb2O3,-1.835
PrHoO3,4.602
WOsO3,-6.024
Sr2O3,-1.979
TmSiO3,4.438
KErO3,-0.788
VSnO3,1.470
UNiO3,0.946
PtBO3,-1.088
OsUO3,3.604
ZnPtO3,-0.921
NbAsO3,-0.092
LiNaO3,-11.799
ZrCsO3,-8.142
ReGaO3,-3.090
MnVO3,2.704
CeTcO3,2.744
NdUO3,2.910
SnPmO3,-3.172
NdSiO3,4.689
ReOsO3,-3.744
ZrWO3,0.191
GaKO3,-14.002
ReLaO3,-9.884
SbReO3,1.672
HoSiO3,4.541
AgTmO3,-3.122
NbNiO3,-0.477
Li2O3,-8.284
HoCaO3,-2.948
NbMoO3,0.994
TbRuO3,0.762
FeMnO3,-1.399
ThTcO3,1.117
ZnAsO3,1.044
CsTlO3,-1.745
YbInO3,-1.399
YbPaO3,5.200
AgMgO3,-3.823
TbPdO3,-0.016
SmWO3,1.933
GaVO3,1.138
PaRhO3,-1.288
BeNbO3,0.656
BaTaO3,6.487
LiEuO3,-5.968
MnScO3,-1.879
YGeO3,2.860
VRhO3,-1.777
PbAcO3,-0.558
OsRhO3,-2.612
CaZnO3,-1.142
InGdO3,-4.453
TaThO3,-1.362
TeLaO3,-6.948
TmUO3,1.536
AuAgO3,-3.603
TmSmO3,-1.761
TlKO3,-10.518
RbTbO3,-0.757
EuHfO3,6.690
ZrBaO3,-3.113
SnMoO3,4.320
SrNaO3,-2.302
PtAuO3,-5.476
LuTmO3,0.782
SiMoO3,3.585
ScSnO3,2.168
LuAcO3,0.046
BaAsO3,2.226
YbAcO3,-1.242
BiCuO3,0.652
LuTlO3,0.315
CrTmO3,-4.111
NiAgO3,-4.487
TbGeO3,2.859
TaSbO3,-5.239
NdSrO3,-2.383
TbYbO3,-1.819
VNaO3,-10.109
Nb2O3,2.484
MoSiO3,3.183
PrCeO3,2.634
ScGaO3,3.320
RbZrO3,0.129
CrLuO3,-4.685
MoTbO3,-6.658
SmHgO3,-0.584
MnUO3,3.612
SnYbO3,-5.343
ThSmO3,2.330
LiRuO3,1.489
HfBO3,3.519
TiGdO3,-5.794
TeGdO3,-5.705
HfPmO3,-0.249
NbCeO3,-9.862
BaHoO3,0.243
BGaO3,-6.300
ZrHgO3,-3.610
TmPuO3,2.549
MnIrO3,0.114
SrPrO3,-0.673
FeCoO3,-1.547
TcNbO3,4.084
K2O3,-10.721
CeSiO3,4.632
ThCeO3,0.544
SmRuO3,1.228
DyCdO3,-1.035
AlGeO3,0.597
PmLiO3,-0.854
LaLiO3,-0.623
ScThO3,2.966
WTeO3,-5.396
BaCuO3,-0.068
KLiO3,-2.728
PaThO3,0.173
PaAsO3,1.572
NdBiO3,1.330
SrEuO3,-1.035
Tl2O3,-3.720
ScAcO3,-6.533
ErRbO3,-3.596
RhZnO3,-5.935
CdPdO3,-1.162
ZnSiO3,4.167
TeAuO3,-0.374
TcCdO3,-8.603
AlNaO3,-11.819
LiLuO3,-1.709
AlNbO3,4.777
NdAcO3,1.695
GaNbO3,4.928
MnBiO3,0.414
MgRhO3,-0.243
NpAgO3,0.195
CrRuO3,0.896
TbPaO3,2.759
BaCoO3,0.663
TbVO3,4.039
GdKO3,-3.780
CdLiO3,-3.831
ErGeO3,2.685
NaReO3,4.339
BiThO3,1.158
WYO3,-9.024
BaNpO3,4.436
NiHfO3,-2.313
OsPtO3,-4.181
SrPtO3,0.713
YMgO3,-1.468
LuMnO3,3.157
IrMoO3,1.436
LaOsO3,1.597
RhSmO3,-6.450
NbLaO3,-9.466
PmTlO3,0.958
BAlO3,-4.998
HfRhO3,-1.995
PdPbO3,-3.693
CdVO3,2.427
BFeO3,-3.619
AsInO3,-3.437
MoZnO3,-5.452
MoBiO3,-6.762
MgTcO3,1.992
IrYO3,-8.380
PrNiO3,1.493
SiLaO3,-6.082
UGaO3,3.046
HfTmO3,-5.651
UPmO3,0.672
HgTmO3,-2.668
SrRuO3,3.136
ErCuO3,0.539
GeTbO3,-3.122
YbGdO3,-1.511
TeMgO3,-2.829
SrSnO3,3.937
TiWO3,2.079
CdTaO3,5.648
YbSiO3,6.309
PtSbO3,1.165
PtNbO3,1.507
VTmO3,-5.136
TcPmO3,-6.253
MgKO3,-4.740
TeBeO3,0.859
GdRhO3,0.071
Hf2O3,2.460
ErSrO3,-4.194
DyBeO3,-0.941
CaReO3,2.781
CdAcO3,-2.851
FeSiO3,3.687
TmPrO3,-3.262
NdTcO3,2.231
NiSbO3,-1.081
Mo2O3,2.276
TaVO3,1.145
ErTcO3,0.883
ErSbO3,0.530
HfYO3,-6.841
GdSrO3,-3.373
AlRuO3,0.576
EuOsO3,2.511
CsTbO3,-0.762
VPtO3,-2.191
NaPuO3,0.983
TiRbO3,-17.758
LaGaO3,4.934
PaAgO3,-1.774
HfAgO3,-2.601
SnZnO3,-3.811
ThTeO3,-0.902
VAgO3,-6.146
IrDyO3,-8.381
RhNiO3,-3.845
PrCrO3,4.766
HfCuO3,-0.388
AuSbO3,1.928
PrHgO3,-0.245
YEuO3,-2.293
HfAcO3,-4.516
AsCaO3,-8.351
HoPaO3,2.539
HgBaO3,-7.170
CoTiO3,1.218
CrOsO3,2.059
HgAlO3,-0.662
SiCeO3,-6.727
HfZnO3,-1.354
ReTlO3,-11.357
EuRuO3,2.747
ZrMnO3,1.759
KAsO3,0.502
AuBiO3,-1.046
YbErO3,-1.373
RbThO3,0.483
CdFeO3,0.208
TcAsO3,1.054
GdBeO3,-0.771
TlNpO3,1.240
UMgO3,0.900
SbTlO3,-4.176
AlZrO3,-1.156
CaRuO3,2.353
WPuO3,-12.844
ThTiO3,4.390
BeInO3,-4.696
TiScO3,-1.921
NpBO3,4.958
BiAlO3,4.691
CoLuO3,-2.759
OsTiO3,-2.520
RbMoO3,4.668
LiVO3,2.005
SrCaO3,-1.703
RuPaO3,1.936
BiScO3,1.957
BiRbO3,-9.484
BCdO3,-8.431
MnCdO3,-3.757
CaInO3,-1.230
UPdO3,0.772
CsZrO3,-0.121
SrHoO3,-0.410
NbPrO3,-9.427
BaThO3,6.151
ReLiO3,-6.902
PaPdO3,-1.200
NaDyO3,-1.337
AgBiO3,-0.062
PbBO3,-0.351
MoCoO3,-0.950
YPuO3,-0.207
TaHgO3,-8.894
LiBaO3,-2.309
CrAsO3,0.855
RbHgO3,-1.461
TiTaO3,3.640
ZnTiO3,1.342
ScCdO3,-2.931
BiCoO3,2.897
GeCsO3,-2.225
RbSiO3,-1.340
FeGdO3,-5.837
HgCdO3,-3.131
NbUO3,3.006
HfIrO3,-3.188
RuVO3,-0.697
AuNbO3,3.792
ZrLuO3,-2.884
InBeO3,-2.279
LaMnO3,3.921
AgSbO3,2.278
TaAuO3,-8.366
KHgO3,-1.420
AcSnO3,3.025
BaPuO3,4.205
CdPaO3,4.126
LiUO3,4.056
RhGeO3,1.023
TlAgO3,-2.008
LuCaO3,-3.504
PbThO3,3.431
PbSiO3,4.910
MnGeO3,3.174
CoReO3,2.894
SiRhO3,0.272
PdSrO3,-9.287
NdNiO3,1.425
BiIrO3,0.257
MoTlO3,-9.227
TlReO3,3.953
AcLiO3,-0.334
SbMnO3,1.398
BiSiO3,2.725
MnTcO3,2.216
AuFeO3,-1.534
InSnO3,1.311
EuKO3,-4.333
PtPrO3,-7.795
ReMgO3,-6.089
TbBiO3,0.902
TbOsO3,0.197
SmMgO3,-0.964
TiBaO3,-13.843
PrGaO3,4.936
TlBO3,-0.510
AcHgO3,0.336
NpWO3,1.896
AsAcO3,-2.465
WTcO3,-4.149
PdVO3,1.653
AuSrO3,-8.702
NbRhO3,-1.377
LaCeO3,3.087
PmLuO3,4.894
FePtO3,-2.384
InSiO3,3.913
AlTeO3,1.550
DyEuO3,-2.368
PrThO3,3.520
ScErO3,-1.591
BTaO3,5.114
PaTaO3,1.586
PdAcO3,-4.680
PbCaO3,-3.853
ErVO3,3.881
